code_ucd;libelle_traitement;type
9366659;DOCETAXEL ACTAVIS 20 MG/ML solution Ö diluer pour perfusion, flacon de 7 ml;
9366961;IRINOTECAN SEACROSS 20 MG/ML solution Ö diluer pour perfusion, flacon (verre type I) de 2 ml;
9366978;IRINOTECAN SEACROSS 20 MG/ML solution Ö diluer pour perfusion, flacon (verre type I) de 5 ml;
9367535;DOCETAXEL EBEWE 10 MG/ML Solution Ö diluer pour perfusion en flacon de 16 ml;
9367587;RIBAVIRINE MYLAN 200 MG gÇlule;
9368606;GEMCITABINE HOSPIRA 38 MG/ML solution Ö diluer pour perfusion en flacon de 26.3 ml;
9368612;GEMCITABINE HOSPIRA 38 MG/ML Solution Ö diluer pour perfusion en flacon de 5.3 ml;
9395388;PEGASYS 90 MICROGRAMMES solution injectable en seringue prÇremplie de 0,5 ml;
9395678;VONCENTO 1000 UI/2400 UI INJ FL+F;
9395678;VONCENTO 1000 UI/2400 UI INJ FL+F;
9395684;VONCENTO 250 UI/600 UI INJ FL+FL;
9395684;VONCENTO 250 UI/600 UI INJ FL+FL;
9395690;VONCENTO 500/1200 UI INJ FL+FL;
9395690;VONCENTO 500/1200 UI INJ FL+FL;
9400037;HERCEPTIN 600 MG/5ML solution injectable;
9400563;ADEMPAS 1 MG comprimÇ pelliculÇ;
9400586;ADEMPAS 2.5 MG comprimÇ pelliculÇ;
9400592;ADEMPAS 2 MG comprimÇ pelliculÇ;
9400617;NOXAFIL 100 MG comprimÇ gastro-rÇsistant;
9401108;OLYSIO 150 MG (SIMêPRêVIR) gÇlules;
9401344;OLAPARIB 50 MG gÇlules;
9352574;TEMOMEDAC 140 MG GÇlu;
9352580;TEMOMEDAC 180 MG GÇlu;
9352597;TEMOMEDAC 20 MG GÇlu;
9352605;TEMOMEDAC 250 MG GÇlu;
9352611;TEMOMEDAC 5 MG GÇlu;
9352686;GEMCITABINE TEVA 40 MG/ML 1 Flacon de 25 ml, solution Ö diluer pour perfusion;
9352692;GEMCITABINE TEVA 40 MG/ML 1 Flacon de 5 ml, solution Ö diluer pour perfusion;
9368629;GEMCITABINE HOSPIRA 38 MG/ML Solution Ö diluer pour perfusion en flacon de 52.6 ml;
9368664;HUMIRA 40 MG/0,8 ML solution injectable pour usage pÇdiatrique;
9368836;TOPOTECAN KABI 1 MG/ML Solution Ö diluer pour perfusion en flacon de 4 ml;
9368919;TOPOTECAN EBEWE 1 MG/ML solution Ö diluer pour perfusion en flacon de 1 ml;
9368925;TOPOTECAN EBEWE 1 MG/ML solution Ö diluer pour perfusion en flacon de 3 ml;
9368931;TOPOTECAN EBEWE 1 MG/ML solution Ö diluer pour perfusion en flacon de 4 ml;
9368954;HALAVEN 0,44 MG/ML INJ FL2ML;
9395796;IMNOVID 1 MG gÇlule;
9395804;IMNOVID 2 MG gÇlule;
9395810;IMNOVID 3 MG gÇlule;
9395827;IMNOVID 4 MG gÇlule;
9396011;VIMIZIM 1 MG/ML Solution Ö diluer pour perfusion;
9396011;VIMIZIM 1 MG/ML Solution Ö diluer pour perfusion;
9396442;EFAVIRENZ MYLAN 600 MG comprimÇ pelliculÇ;
9402757;TRANSLARNA 1000 MG, GranulÇs pour suspension buvable;
9402763;TRANSLARNA 125 MG GranulÇs pour suspension buvable;
9402786;TRANSLARNA 250 MG GranulÇs pour suspension buvable;
9402823;CREON 5000 U granulÇs gastrorÇsistants;
9402846;DAKLINZA 30 MG (DACLATASVIR) comprimÇ pelliculÇ;
9402852;DAKLINZA 60 MG (DACLATASVIR) comprimÇ pelliculÇ;
9403082;REFERO 550 MG ComprimÇ pÇlliculÇ;
9352700;GEMCITABINE TEVA 40 MG/ML 1 Flacon de 50 ml, solution Ö diluer pour perfusion;
9352887;DOCETAXEL EBEWE 10 MG/ML Flacon de 2 ml, solution Ö diluer pour perfusion;
9352893;DOCETAXEL EBEWE 10 MG/ML Flacon de 8 ml, solution Ö diluer pour perfusion;
9353059;FLUCONAZOLE KABI 2 MG/ML Flacon de 100 ml, solution pour perfusion;
9353065;FLUCONAZOLE KABI 2 MG/ML Flacon de 200 ml, solution pour perfusion;
9353071;FLUCONAZOLE KABI 2 MG/ML Flacon de 50 ml, solution pour perfusion;
9353728;DOXORUBICINE INTAS 2 MG/ML Solution injectable pour perfusion en flacon de 25 ml;
9368983;HIZENTRA 200 MG/ML solution injectable sous-cutanÇe en flacon de 10 ml;
9368983;HIZENTRA 200 MG/ML solution injectable sous-cutanÇe en flacon de 10 ml;
9369008;HIZENTRA 200MG/ML solution injectable sous-cutanÇe en flacon de 20 ml;
9369008;HIZENTRA 200MG/ML solution injectable sous-cutanÇe en flacon de 20 ml;
9369014;HIZENTRA 200 MG/ML solution injectable sous-cutanÇe en flacon de 5 ml;
9369014;HIZENTRA 200 MG/ML solution injectable sous-cutanÇe en flacon de 5 ml;
9369126;RIBAVIRINE SANDOZ 200 MG GÇlule;
9397080;NEVIRAPINE SANDOZ 200 MG comprimÇ;
9397134;NOVOEIGHT 1 000 UI poudre et solvant pour solution injectable;
9397134;NOVOEIGHT 1 000 UI poudre et solvant pour solution injectable;
9397140;NOVOEIGHT 1 500 UI poudre et solvant pour solution injectable;
9397140;NOVOEIGHT 1 500 UI poudre et solvant pour solution injectable;
9397157;NOVOEIGHT 2 000 UI poudre et solvant pour solution injectable;
9397157;NOVOEIGHT 2 000 UI poudre et solvant pour solution injectable;
9400037;HERCEPTIN 600 MG/5ML solution injectable;
9400043;KADCYLA 100 MG PERF FL;
9400066;KADCYLA 160 MG PERF FL;
9400066;KADCYLA 160 MG PERF FL;
9400391;LIKOZAM 1 MG/ML suspension buvable;
9400540;ADEMPAS 0,5 MG comprimÇ pelliculÇ;
9400557;ADEMPAS 1.5 MG comprimÇ pelliculÇ;
9353734;DOXORUBICINE INTAS 2 MG/ML Solution injectable pour perfusion en flacon de 5 ml;
9353846;IMMUCYST 81 MG poudre pour suspension intravÇsicale;
9353970;LEVACT 2,5 MG/ML INJ FL26ML;
9353987;LEVACT 2,5 MG/ML INJ FL60ML;
9354053;TEMOZOLOMIDE MYLAN 100 MG GÇlule;
9354076;TEMOZOLOMIDE MYLAN 140 MG GÇlule;
9354082;TEMOZOLOMIDE MYLAN 180 MG GÇlule;
9371726;IDARUBICINE MYLAN 1 MG/ML Solution Ö diluer pour perfusion en flacon de 10 ml;
9371732;IDARUBICINE MYLAN 1 MG/ML Solution Ö diluer pour perfusion en flacon de 5 ml;
9371778;IDARUBICINE MYLAN 1 MG/ML Solution Ö diluer pour perfusion en flacon de 20 ml;
9372482;TOPOTECAN TEVA 4 MG/4ML Solution Ö diluer pour perfusion en flacon de 4 ml;
9372619;OCTAGAM 50 MG/ML solution pour perfusion en flacon de verre de 500 ml;
9372619;OCTAGAM 50 MG/ML solution pour perfusion en flacon de verre de 500 ml;
9372743;TEMOZOLOMIDE SUN 100 MG gÇlule;
9397163;NOVOEIGHT 250 UI poudre et solvant pour solution injectable;
9397163;NOVOEIGHT 250 UI poudre et solvant pour solution injectable;
9397186;NOVOEIGHT 3 000 UI poudre et solvant pour solution injectable;
9397186;NOVOEIGHT 3 000 UI poudre et solvant pour solution injectable;
9397192;NOVOEIGHT 500 UI poudre et solvant pour solution injectable;
9397192;NOVOEIGHT 500 UI poudre et solvant pour solution injectable;
9397217;IKERVIS 1 MG/ML collyre en Çmulsion;
9401350;PACLITAXEL AHCL 6 MG/ML solution Ö diluer pour perfusion en flacon de 100 ml;
9401367;PACLITAXEL AHCL 6 MG/ML solution Ö diluer pour perfusion en flacon de 25 ml;
9401999;PARACETAMOL ARW10MG/ML 50ML, solution pour perfusion;
9402059;ENTYVIO 300 MG PERF FL20ML;
9402125;IDELALISIB 100 MG comprimÇ pelliculÇ;
9402131;IDELALISIB 150 MG comprimÇ pelliculÇ;
9402303;REMSIMA 100 MG PERF FL;
9354099;TEMOZOLOMIDE MYLAN 20 MG GÇlule;
9354107;TEMOZOLOMIDE MYLAN 250 MG GÇlule;
9354113;TEMOZOLOMIDE MYLAN 5 MG GÇlu;
9354225;EPOPROSTENOL PANPHARMA 0,5 MG Poudre et solvant pour solution injectable en flacon de 50 ml;
9354231;EPOPROSTENOL PANPHARMA 1,5 MG Poudre et solvant pour solution injectable en flacon de 50 ml;
9354320;IFOSFAMIDE EG 40 MG/ML solution pour perfusion en flacon de 25 ml;
9354337;IFOSFAMIDE EG 40 MG/ML solution pour perfusion en flacon de 50 ml;
9372766;TEMOZOLOMIDE SUN 140 MG gÇlule;
9372772;TEMOZOLOMIDE SUN 180 MG gÇlule;
9372789;TEMOZOLOMIDE SUN 20 MG gÇlule;
9372795;TEMOZOLOMIDE SUN 250 MG gÇlule;
9372803;TEMOZOLOMIDE SUN 5 MG gÇlule;
9373122;VICTRELIS 200 MG GELULE;
9373346;RIBAVIRINE BIOGARAN 200 MG comprimÇ pelliculÇ;
9397766;INTELENCE 25 MG comprimÇ;
9398211;SOVALDI 400 MG CPR PELLIC;
9398352;INFLECTRA 100 MG poudre pour solution Ö diluer pour perfusion;
9398412;CHOLBAM 250 MG gÇlule;
9398429;CHOLBAM 50 MG gÇlule;
9398748;SIMPONI 100 MG solution injectabe en seringue prÇremplie;
9398754;SIMPONI 100 MG solution injectable en stylo prÇrempli;
9275299;GAMMANORM 165 mg/ml INJ A.33G;
9343405;GEMCITABINE EG 38 MG/ML solution Ö diluer pour perfusion en flacon de 26,3 ml;
9343411;GEMCITABINE EG 38 MG/ML solution Ö diluer pour perfusion en flacon de 5,26 ml;
9343546;GEMCITABINE EBEWE PHARMA FRANCE 38 MG/ML en flacon de 100 ml, poudre pour solution pour perfusion;
9343724;EPIRUBICINE INTAS 2 MG/ML Solution pour perfusion en flacon de 10 ml;
9343730;EPIRUBICINE INTAS 2 MG/ML Solution pour perfusion en flacon de 100 ml;
9343747;EPIRUBICINE INTAS 2 MG/ML Solution pour perfusion en flacon de 25 ml;
9354604;GEMCITABINE KABI 38 MG/ML Poudre pour solution pour perfusion en flacon de 1 000 mg;
9354610;GEMCITABINE KABI 38 MG/ML Poudre pour solution pour perfusion en flacon de 200 mg;
9354627;GEMCITABINE KABI 38 MG/ML Poudre pour solution pour perfusion en flacon de 2 000 mg;
9354923;IRINOTECAN EBEWE 20 MG/ML Solution Ö diluer pour perfusion en flacon de 2 ml;
9354946;IRINOTECAN EBEWE 20 MG/ML Solution Ö diluer pour perfusion en flacon de 5 ml;
9354952;IRINOTECAN EBEWE 20 MG/ML Solution Ö diluer pour perfusion en flacon de 7,5 ml;
9354969;IRINOTECAN EBEWE 20 MG/ML Solution Ö diluer pour perfusion en flacon de 15 ml;
9373352;RIBAVIRINE BIOGARAN 400 MG comprimÇ pelliculÇ;
9373381;RIBAVIRINE MYLAN 200 MG comprimÇ pelliculÇ;
9373398;RIBAVIRINE MYLAN 400 MG comprimÇ pelliculÇ;
9373576;GILENYA 0.5 MG GELULE;
9373599;REFACTO AF 3 000 UI poudre et solvant pour solution injectable en seringue prÇremplie;
9373599;REFACTO AF 3 000 UI poudre et solvant pour solution injectable en seringue prÇremplie;
9373607;NULOJIX 250MG PERF FL+SRG;
9382730;EDURANT 25 MG comprimÇ pelliculÇ;
9382807;POMALIDOMIDE CELGENE 3 mg, gÇlule;
9383468;IRINOTECAN FRESENIUS 20 MG/ML solution Ö diluer pour perfusion flacon de 15 ml;
9383497;ADVATE 1 000 UI poudre et solvant pour solution injectable, flacon en verre de 250 UI;
9383505;ADVATE 1 500 UI poudre et solvant pour solution injectable, flacon en verre de 250 UI;
9383511;ADVATE 250 UI poudre et solvant pour solution injectable, flacon en verre de 250 UI;
9383528;ADVATE 500 UI poudre et solvant pour solution injectable, flacon en verre de 250 UI;
9343753;EPIRUBICINE INTAS 2 MG/ML Solution pour perfusion en flacon de 5 ml;
9344847;JAVLOR 25 MG/ML Solution Ö diluer pour perfusion en flacon de 10 ml BG;
9344853;JAVLOR 25 MG/ML Solution Ö diluer pour perfusion en flacon de 2 ml BG;
9345284;PRIMAQUINE SAN 15MG CPR;
9345930;IRINOTECAN KABI 20 MG/ML Solution Ö diluer pour perfusion en flacon de 15 ml;
9345947;IRINOTECAN KABI 20 MG/ML Solution Ö diluer pour perfusion en flacon de 25 ml;
9347567;CLAIRYG 50 MG/ML solution injectable en flacon de 100 ml;
9354975;IRINOTECAN EBEWE 20 MG/ML Solution Ö diluer pour perfusion en flacon de 25 ml;
9355029;TOPOTECAN HPI 4MG INJ FL4ML;
9355035;VPRIV 400U PERF FL;
9355035;VPRIV 400U PERF FL;
9355288;OXALIPLATIN.ACC 5MG/ML 10 ML solution Ö diluer pour perfusion en flacon de 10 ml;
9355294;OXALIPLATIN. ACC 5MG/ML 20ML solution Ö diluer pour perfusion en flacon de 20 ml;
9355905;FERRIPROX 1000 MG CPR;
9373636;REFACTO AF 1 000 UI poudre et solvant pour solution injectable en seringue prÇremplie;
9373636;REFACTO AF 1 000 UI poudre et solvant pour solution injectable en seringue prÇremplie;
9373642;REFACTO AF 2 000 UI poudre et solvant pour solution injectable en seringue prÇremplie;
9373642;REFACTO AF 2 000 UI poudre et solvant pour solution injectable en seringue prÇremplie;
9373659;REFACTO AF 500 UI poudre et solvant pour solution injectable en seringue prÇremplie;
9373659;REFACTO AF 500 UI poudre et solvant pour solution injectable en seringue prÇremplie;
9373671;ZUTECTRA 500 UI solution injectable en seringue prÇremplie de 1 ml;
9384077;NOVOSEVEN 8MG INJ FL+FL;
9384077;NOVOSEVEN 8MG INJ FL+FL;
9384373;DIFICLIR 200 MG comprimÇ pelliculÇ;
9384373;DIFICLIR 200 MG comprimÇ pelliculÇ;
9384485;DOCETAXEL ACCORD 20 MG/ML Flacon de 8 ml/160 mg, solution Ö diluer pour perfusion;
9384491;DOCETAXEL ACCORD 20 MG/ML Flacon de 1 ml/20 mg, solution Ö diluer pour perfusion;
9384516;DOCETAXEL ACCORD 20 MG/ML Flacon de 4 ml/80 mg, solution Ö diluer pour perfusion;
9347567;CLAIRYG 50 MG/ML solution injectable en flacon de 100 ml;
9347573;CLAIRYG 50 MG/ML solution injectable en flacon de 20 ml;
9347573;CLAIRYG 50 MG/ML solution injectable en flacon de 20 ml;
9347596;CLAIRYG 50 MG/ML solution injectable en flacon de 200 ml;
9347596;CLAIRYG 50 MG/ML solution injectable en flacon de 200 ml;
9347604;CLAIRYG 50 MG/ML solution injectable en flacon de 400 ml;
9347604;CLAIRYG 50 MG/ML solution injectable en flacon de 400 ml;
9356201;EPOPROSTENOL INTSEL CHIMOS 0,5 MG Poudre et solvant pour solution injectable;
9356218;EPOPROSTENOL INTSEL CHIMOS 1,5 MG Poudre et solvant pour solution injectable;
9359346;HELIXATE NEXGEN 2 000 UI F + F + NEC;
9359346;HELIXATE NEXGEN 2 000 UI F + F + NEC;
9360527;RIASTAP 1 G INJ FL;
9360527;RIASTAP 1 G INJ FL;
9360651;FLEBOGAMMA DIF 50 MG/ML solution pour perfusion, 10 ml en flacon;
9373694;TAFAMIDIS MEGLUMINE 20 MG Capsule molle;
9373725;FLEBOGAMMA DIF 100 MG/ML solution pour perfusion, 100 ml en flacon;
9373725;FLEBOGAMMA DIF 100 MG/ML solution pour perfusion, 100 ml en flacon;
9373731;FLEBOGAMMA DIF 100 MG/ML solution pour perfusion, 200 ml en flacon;
9373731;FLEBOGAMMA DIF 100 MG/ML solution pour perfusion, 200 ml en flacon;
9373748;FLEBOGAMMA DIF 100 MG/ML solution pour perfusion, 50 ml en flacon;
9373748;FLEBOGAMMA DIF 100 MG/ML solution pour perfusion, 50 ml en flacon;
9385013;REVATIO 10 MG/ML BUV FL;
9385929;KALYDECO 150 MG COMPRIME PELLICULE;
9386001;TOPOTECANE ACCORD 1 MG/ML solution Ö diluer pour perfusion en flacon de 4 ml;
9386573;LAMIVUDINE MYLAN 150 MG comprimÇs pelliculÇs sÇcables;
9386596;LAMIVUDINE MYLAN 300 MG comprimÇs pelliculÇs;
9386946;ZYVOXID 2 MG/ML INJ PFX300ML;
9387070;DOCETAXEL KABI 120 MG/6 ML solution Ö diluer pour perfusion;
9347610;CLAIRYG 50 MG/ML solution injectable en flacon de 50 ml;
9347610;CLAIRYG 50 MG/ML solution injectable en flacon de 50 ml;
9347716;DOXORUBICINE MEDIPHA SANTE 2 MG/ML solution pour perfusion en flacon de 25 ml;
9347863;GEMCITABINE MYLAN 38 MG/ML Poudre pour solution pour perfusion en flacon de 2 000 mg;
9347952;OCTAGAM 100 MG/ML INJ FL. 100ML;
9347952;OCTAGAM 100 MG/ML INJ FL. 100ML;
9347969;OCTAGAM 100 MG/ML INJ FL. 20ML;
9360651;FLEBOGAMMA DIF 50 MG/ML solution pour perfusion, 10 ml en flacon;
9360668;FLEBOGAMMADIF 50 MG/ML solution pour perfusion, 100 ml en flacon;
9360668;FLEBOGAMMADIF 50 MG/ML solution pour perfusion, 100 ml en flacon;
9360674;FLEBOGAMMADIF 50 MG/ML solution pour perfusion, 200 ml en flacon;
9360674;FLEBOGAMMADIF 50 MG/ML solution pour perfusion, 200 ml en flacon;
9360680;FLEBOGAMMADIF 50 MG/ML solution pour perfusion, 400 ml en flacon;
9360680;FLEBOGAMMADIF 50 MG/ML solution pour perfusion, 400 ml en flacon;
9374682;PEGASYS 135 MICROGRAMMES solution injectable en stylo prÇrempli de 0,5 ml;
9374699;PEGASYS 180 MICROGRAMMES solution injectable en stylo prÇrempli de 0,5 ml;
9375440;LAMIVUDINE/ZIDOVUDINE TEVA 150 MG/300 MG comprimÇ pelliculÇ sÇcable;
9375635;VIRAMUNE 100 MG comprimÇ Ö libÇration prolongÇe;
9375641;VIRAMUNE 400 MG comprimÇ Ö libÇration prolongÇe;
9374050;YERVOY 5 MG/ML perf fl10ml;
9374067;YERVOY 5 MG/ML perf fl40ml;
9387087;DOCETAXEL KABI 160 MG/8 ML solution Ö diluer pour perfusion;
9387093;DOCETAXEL KABI 180 MG/9 ML solution Ö diluer pour perfusion;
9387101;DOCETAXEL KABI 80 MG/4 ML solution Ö diluer pour perfusion;
9387495;DOCETAXEL SERVIPHARM 10 MG/ML solution Ö diluer pour perfusion en flacon de 2 ml;
9387503;DOCETAXEL SERVIPHARM 10 MG/ML solution Ö diluer pour perfusion en flacon de 8 ml;
9387532;PARACETAMOL BBM10MG/ML 50ML, solution pour perfusion;
9387549;PARACETAMOL BBM10MG/ML 100ML, solution pour perfusion;
9347969;OCTAGAM 100 MG/ML INJ FL. 20ML;
9347975;OCTAGAM 100 MG/ML INJ FL. 200ML;
9347975;OCTAGAM 100 MG/ML INJ FL. 200ML;
9347981;OCTAGAM 100 MG/ML INJ FL. 50ML;
9347981;OCTAGAM 100 MG/ML INJ FL. 50ML;
9347998;GEMCITABINE INTAS 2 000 MG Poudre pour solution pour perfusion en flacon;
9348006;IRINOTECAN INTAS PHARMACEUTICALS 20 MG/ML Flacon de 25 ml, solution Ö diluer pour perfusion;
9360697;FLEBOGAMMA DIF 50 MG/ML solution pour perfusion, 50 ml en flacon;
9360697;FLEBOGAMMA DIF 50 MG/ML solution pour perfusion, 50 ml en flacon;
9360728;TEICOPLANINE MYL 100MG INJ FL;
9360734;TEICOPLANINE MYL 200MG INJ FL;
9360740;TEICOPLANINE MYL 400 MG INJ FL;
9360898;IDARUBICINE SANDOZ 1 MG/ML Solution Ö diluer pour perfusion en flacon de 10 ml;
9360906;IDARUBICINE SANDOZ 1 MG/ML Solution Ö diluer pour perfusion en flacon de 20 ml;
9378088;OXALIPLATIN.KBI 5MG/ML 40ML +P solution Ö diluer pour perfusion en flacon de 40 ml;
9378119;CARBOPLATINE SANDOZ 10 MG/ML solution pour perfusion en flacon de 100 ml;
9378125;CARBOPLATINE SANDOZ 10 MG/ML solution pour perfusion en flacon de 60 ml;
9378131;EVIPLERA 200 MG/25 MG/245 MG comprimÇ pelliculÇ;
9378496;POTACTASOL 1 MG poudre pour solution Ö diluer pour perfusion en flacon de 1 mg;
9377120;SIMPONI 50 MG solution injectable en seringue prÇremplie;
9377137;SIMPONI 50 MG solution injectable en stylo prÇrempli;
9387609;PHEBURANE 483 MG/G granules;
9387868;LAMIVUDINE/ZIDOVUDINE MYLAN 150 MG/300 MG comprimÇ pelliculÇ sÇcable;
9388023;JAKAVI 5 MG COMPRIME;
9388891;DOCETAXEL KABI 20 MG/1 ML solution Ö diluer pour perfusion;
9389258;XALKORI 200MG GELULE;
9389264;XALKORI 250MG GELULE;
9389614;REGORAFENIB 40 mg comprimÇs pÇlliculÇs;
9348383;DOCETAXEL TEVA 20 MG/0,5 ML Solution Ö diluer et solvant pour perfusion;
9348408;DOCETAXEL TEVA 80 MG/2 ML Solution Ö diluer et solvant pour perfusion;
9348093;JAVLOR 25 MG/ML Solution Ö diluer pour perfusion en flacon de 10 ml BN;
9348101;JAVLOR 25 MG/ML Solution Ö diluer pour perfusion en flacon de 2 ml BN;
9348420;TEMOZOLOMIDE TEVA 100 MG GÇlule;
9348437;TEMOZOLOMIDE TEVA 20 MG GÇlule;
9348443;TEMOZOLOMIDE TEVA 250 MG GÇlule;
9360912;IDARUBICINE SANDOZ 1 MG/ML Solution Ö diluer pour perfusion en flacon de 5 ml;
9360929;DACARBAZINE TEVA 100 MG poudre pour perfusion;
9361389;ROPIVACAINE KABI 2 MG/ML solution pour perfusion en poche polyolÇfine suremballÇe de 100 ml;
9361395;ROPIVACAINE KABI 2 MG/ML solution pour perfusion en poche polyolÇfine suremballÇe de 200 ml;
9362696;RUCONEST 2100 U INJ FL;
9362696;RUCONEST 2100 U INJ FL;
9362733;KOGENATE BAYER 3000 UI Poudre et solvant pour solution injectable;
9379857;PARACET.KBI10MG/ML FL 100ML, solution pour perfusion;
9379975;GEMCITABINE INTAS 100 MG/ML solution Ö diluer pour perfusion en flacon de 2 ml;
9379981;GEMCITABINE INTAS 100 MG/ML solution Ö diluer pour perfusion en flacon de 10 ml;
9379998;GEMCITABINE INTAS 100 MG/ML solution Ö diluer pour perfusion en flacon de 15 ml;
9380004;GEMCITABINE INTAS 100 MG/ML solution Ö diluer pour perfusion en flacon de 20 ml;
9378504;POTACTASOL 4 MG poudre pour solution Ö diluer pour perfusion en flacon de 4 mg;
9379840;PARACET.KBI10MG/ML FL 50ML, solution pour perfusion;
9389732;NOVOSEVEN 1MG INJ FL+SRG;
9389732;NOVOSEVEN 1MG INJ FL+SRG;
9389749;NOVOSEVEN 2MG INJ FL+SRG;
9389749;NOVOSEVEN 2MG INJ FL+SRG;
9389755;NOVOSEVEN 5MG INJ FL+SRG;
9389755;NOVOSEVEN 5MG INJ FL+SRG;
9389761;NOVOSEVEN 8MG INJ FL+SRG;
9348466;TEMOZOLOMIDE TEVA 5 MG GÇlule;
9348615;ADCIRCA 20 MG ComprimÇ pelliculÇ;
9350322;TEMOZOLOMIDE SANDOZ 100 MG GÇlule;
9350339;TEMOZOLOMIDE SANDOZ 140 MG GÇlule;
9350345;TEMOZOLOMIDE SANDOZ 180 MG GÇlule;
9350351;TEMOZOLOMIDE SANDOZ 20 MG GÇlule;
9350368;TEMOZOLOMIDE SANDOZ 250 MG GÇlule;
9362733;KOGENATE BAYER 3000 UI Poudre et solvant pour solution injectable;
9362992;BOCEPREVIR SCHERING-PLOUGH 200 MG GÇlules;
9363017;GEMCITABINE SANDOZ 40 MG/ML Solution Ö diluer pour perfusion en flacon de 25 ml;
9363023;GEMCITABINE SANDOZ 40 MG/ML Solution Ö diluer pour perfusion en flacon de 5 ml;
9363046;GEMCITABINE SANDOZ 40 MG/ML Solution Ö diluer pour perfusion en flacon de 50 ml;
9363247;DOXORUBICINE ACCORD 2 MG/ML solution pour perfusion en flacon de 100 ml;
9363282;PACLITAXEL AHCL 6 MG/ML solution Ö diluer pour perfusion en flacon en verre de 16,7 ml;
9380470;INTELENCE 200 MG comprimÇ;
9380607;DOXORUBICINE ACTAVIS 2 MG/ML solution pour perfusion en flacon de 5 ml;
9380613;DOXORUBICINE ACTAVIS 2 MG/ML solution pour perfusion en flacon de 25 ml;
9380636;DOXORUBICINE ACTAVIS 2 MG/ML solution pour perfusion en flacon de 100 ml;
9380837;VYNDAQEL 20 MG CAPS MOL;
9382003;DOCETAXEL TEVA 20 MG/ML solution Ö diluer pour perfusion en flacon de 1 ml;
9382026;DOCETAXEL TEVA 20 MG/ML solution Ö diluer pour perfusion en flacon de 4 ml;
9389761;NOVOSEVEN 8MG INJ FL+SRG;
9390184;BENEFIX 3000 UI, Poudre et solvant pour solution injectable;
9390184;BENEFIX 3000 UI, Poudre et solvant pour solution injectable;
9390209;REFACTO AF 250 UI, Poudre et solvant pour solution injectable en seringue prÇremplie;
9390209;REFACTO AF 250 UI, Poudre et solvant pour solution injectable en seringue prÇremplie;
9390267;ORENCIA 125 MG INJ SRG 1 ML + P/A;
9390882;DOCETAXEL PFIZER 10 MG/ML solution Ö diluer pour perfusion en flacon de 13 ml;
9350374;TEMOZOLOMIDE SANDOZ 5 MG GÇlule;
9350546;TEMOZOLOMIDE TEVA 140 MG GÇlule;
9350552;TEMOZOLOMIDE TEVA 180 MG GÇlule;
9350658;PARACET.MAC10MG/ML 100ML PERF, solution pour perfusion;
9350664;PARACET.MAC10MG/ML 100ML 2SIT, solution pour perfusion;
9350670;PARACET.MAC10MG/ML 50ML 2SIT, solution pour perfusion;
9350730;NEODEX 40 MG ComprimÇ sÇcable;
9001655;BORTEZOMIB KRK 3,5MG INJ FL;
9001666;LENALIDOMIDE SDZ 10MG GELU;
9001667;LENALIDOMIDE SDZ 15MG GELU;
9001668;LENALIDOMIDE SDZ 2,5MG GELU;
9001669;LENALIDOMIDE SDZ 20MG GELU;
9001670;LENALIDOMIDE SDZ 25MG GELU;
9001671;LENALIDOMIDE SDZ 5MG GELU;
9001672;LENALIDOMIDE SDZ 7,5MG GELU;
9001674;LENALIDOMIDE KRK 10MG GELU;
9001675;LENALIDOMIDE KRK 15MG GELU;
9001676;LENALIDOMIDE KRK 2,5MG GELU;
9088284;STREPTOMYCINE PANPHARMA 1 g 1 Boåte de 1, poudre pour prÇparation injectable;
9093061;TIBERAL 500 MG ComprimÇs;
9106993;ANCOTIL 1 P. 100 solution pour perfusion en flacon de 250 ml;
9109000;THYMOGLOBULINE 5 mg/ml poudre+solvant;
9109827;NOVANTRONE 20 mg/10 ml solution injectable pour perfusion;
9117867;CISPLATYL 10 mg poudre et solvant pour solution pour perfusion;
9118996;PROGLICEM 100 mg gÇlule;
9000525;HEPCLUDEX 2MG INJ FL;
9000529;PEMETREXED FRK 25MG/ML FL20ML;
9000529;PEMETREXED FRK 25MG/ML FL20ML;
9000530;PEMETREXED FRK 25MG/ML FL4ML;
9000530;PEMETREXED FRK 25MG/ML FL4ML;
9000531;PEMETREXED FRK 25MG/ML FL40ML;
9000531;PEMETREXED FRK 25MG/ML FL40ML;
9001129;LENALIDOMIDE ACC 7,5MG GELU;
9001153;INTRATECT 100 G/L solution pour perfusion en flacon de 10 ml;
9001153;INTRATECT 100 G/L solution pour perfusion en flacon de 10 ml;
9001154;INTRATECT 100 G/L solution pour perfusion en flacon de 100 ml;
9001154;INTRATECT 100 G/L solution pour perfusion en flacon de 100 ml;
9001155;INTRATECT 100 G/L solution pour perfusion en flacon de 200 ml;
9001155;INTRATECT 100 G/L solution pour perfusion en flacon de 200 ml;
9001156;INTRATECT 100 G/L solution pour perfusion en flacon de 50 ml;
9001677;LENALIDOMIDE KRK 20MG GELU;
9120533;STERILE DILUENT FOR ALLERGENIC EXTRACTS - NORMAL SALINE WITH HAS - 9 ml;
9120651;ELDISINE 1 mg poudre pour solution injectable;
9120668;ELDISINE 4 mg poudre pour solution injectable;
9122348;NOVANTRONE 10 mg/5 ml solution injectable pour perfusion;
9123201;ZANOSAR lyophilisat pour prÇparation injectable;
9124442;RETROVIR 250 mg gÇlule;
9119659;RETROVIR 100 mg gÇlule;
